id,source,n,old_eje,old_tema,old_sprint,new_eje,new_tema,new_sprint,sprint_id
"Q0332","clinica","2","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0333","clinica","3","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0334","clinica","5","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0344","clinica","5","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0335","clinica","6","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0398","clinica","7","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0337","clinica","8","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0340","clinica","11","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0343","clinica","14","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0345","clinica","16","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0350","clinica","21","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0357","clinica","28","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0358","clinica","29","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0360","clinica","32","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0363","clinica","35","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0366","clinica","38","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0372","clinica","44","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0376","clinica","47","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0385","clinica","57","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0388","clinica","61","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0391","clinica","67","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0394","clinica","71","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0403","clinica","82","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0406","clinica","85","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0407","clinica","87","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0408","clinica","88","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0410","clinica","90","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0411","clinica","91","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0413","clinica","93","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0414","clinica","94","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0416","clinica","97","Salud de las personas adultas y adultos mayores","Infectología","Infectología general","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0341","clinica","12","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0346","clinica","17","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0352","clinica","23","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0353","clinica","24","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0355","clinica","26","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0359","clinica","31","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0361","clinica","33","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0365","clinica","37","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0367","clinica","39","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0368","clinica","40","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0373","clinica","45","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0374","clinica","45","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0375","clinica","46","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0380","clinica","52","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0390","clinica","64","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0392","clinica","69","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0396","clinica","74","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0400","clinica","79","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0412","clinica","92","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0417","clinica","98","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0418","clinica","100","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0419","clinica","101","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0420","clinica","102","Salud de las personas adultas y adultos mayores","Infectología","Respiratorias, TBC y COVID","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0351","clinica","22","Salud de las personas adultas y adultos mayores","Infectología","Sepsis e infecciones graves","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0354","clinica","25","Salud de las personas adultas y adultos mayores","Infectología","Sepsis e infecciones graves","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0393","clinica","70","Salud de las personas adultas y adultos mayores","Infectología","Sepsis e infecciones graves","Salud de las personas adultas y adultos mayores","Infectología respiratoria","SAD-CL5 · Infectología respiratoria: TBC, NAC, COVID e influenza","SAD-CL5"
"Q0402","clinica","81","Salud de las personas adultas y adultos mayores","Infectología","Sepsis e infecciones graves","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0336","clinica","7","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0339","clinica","10","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0342","clinica","13","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0347","clinica","18","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0356","clinica","27","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0362","clinica","34","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0364","clinica","36","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0371","clinica","43","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0379","clinica","50","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0381","clinica","53","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0384","clinica","56","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0389","clinica","62","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0395","clinica","73","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0397","clinica","76","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0399","clinica","78","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0401","clinica","80","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0405","clinica","84","Salud de las personas adultas y adultos mayores","Infectología","VIH, ITS y hepatitis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0338","clinica","9","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0349","clinica","20","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0370","clinica","42","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0377","clinica","48","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0378","clinica","49","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0382","clinica","54","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0386","clinica","58","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0387","clinica","59","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0404","clinica","83","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0415","clinica","96","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0421","clinica","103","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0422","clinica","104","Salud de las personas adultas y adultos mayores","Infectología","Vectoriales y zoonosis","Salud de las personas adultas y adultos mayores","Infectología sistémica","SAD-CL6 · Infectología sistémica: VIH, sífilis, hepatitis y vectoriales","SAD-CL6"
"Q0519","clinica","1","Salud de las personas adultas y adultos mayores","Infectología / Dermatología","Infectología / Dermatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0520","clinica","2","Salud de las personas adultas y adultos mayores","Infectología / Dermatología","Infectología / Dermatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0521","clinica","3","Salud de las personas adultas y adultos mayores","Infectología / Dermatología","Infectología / Dermatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0522","clinica","4","Salud de las personas adultas y adultos mayores","Infectología / Dermatología","Infectología / Dermatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0523","clinica","6","Salud de las personas adultas y adultos mayores","Infectología / Dermatología","Infectología / Dermatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0524","clinica","7","Salud de las personas adultas y adultos mayores","Infectología / Dermatología","Infectología / Dermatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0525","clinica","8","Salud de las personas adultas y adultos mayores","Infectología / Dermatología","Infectología / Dermatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0315","clinica","1","Salud de las personas adultas y adultos mayores","Infectología / ORL","Infectología / ORL general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0316","clinica","2","Salud de las personas adultas y adultos mayores","Infectología / ORL","Infectología / ORL general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0317","clinica","3","Salud de las personas adultas y adultos mayores","Infectología / ORL","Infectología / ORL general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0318","clinica","4","Salud de las personas adultas y adultos mayores","Infectología / ORL","Infectología / ORL general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0319","clinica","5","Salud de las personas adultas y adultos mayores","Infectología / ORL","Infectología / ORL general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0320","clinica","6","Salud de las personas adultas y adultos mayores","Infectología / ORL","Infectología / ORL general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0321","clinica","7","Salud de las personas adultas y adultos mayores","Infectología / ORL","Infectología / ORL general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0423","clinica","3","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0424","clinica","5","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0425","clinica","8","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0426","clinica","11","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0427","clinica","12","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0428","clinica","14","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0429","clinica","15","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0430","clinica","16","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0432","clinica","18","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0433","clinica","19","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0434","clinica","23","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0435","clinica","24","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0436","clinica","25","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0437","clinica","26","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0438","clinica","28","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0439","clinica","29","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
"Q0440","clinica","35","Salud de las personas adultas y adultos mayores","Inmunizaciones","Calendario e indicaciones de vacunas","Salud pública","Inmunizaciones","SP-04 · Vacunas en adultos","SP-04"
