id,source,n,old_eje,old_tema,old_sprint,new_eje,new_tema,new_sprint,sprint_id
"Q0324","clinica","3","Salud de las personas adultas y adultos mayores","Oftalmología","Oftalmología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0325","clinica","4","Salud de las personas adultas y adultos mayores","Oftalmología","Oftalmología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0527","cirugia","2","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0528","cirugia","3","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX1 · Abdomen agudo, apendicitis, diverticulitis y hernias","SAD-CX1"
"Q0530","cirugia","5","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX1 · Abdomen agudo, apendicitis, diverticulitis y hernias","SAD-CX1"
"Q0532","cirugia","7","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0536","cirugia","11","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0539","cirugia","14","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0540","cirugia","15","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0543","cirugia","18","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0547","cirugia","22","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0549","cirugia","24","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0554","cirugia","29","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0555","cirugia","30","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0556","cirugia","31","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0557","cirugia","32","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0566","cirugia","41","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0575","cirugia","50","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0582","cirugia","57","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0585","cirugia","60","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0588","cirugia","63","Salud de las personas adultas y adultos mayores","Oncología","Cáncer digestivo y pancreático","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0542","cirugia","17","Salud de las personas adultas y adultos mayores","Oncología","Oncología general","Salud de las personas adultas y adultos mayores","Cirugía","SAD-CX2 · Oncología quirúrgica y cirugía digestiva","SAD-CX2"
"Q0300","clinica","9","Salud de las personas adultas y adultos mayores","Reumatología","AR, espondiloartropatías y osteoartritis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0293","clinica","2","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0295","clinica","4","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0296","clinica","5","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0297","clinica","6","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0298","clinica","7","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0299","clinica","8","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0302","clinica","11","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0303","clinica","12","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0304","clinica","13","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0305","clinica","14","Salud de las personas adultas y adultos mayores","Reumatología","Artritis, gota y artrocentesis","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0292","clinica","1","Salud de las personas adultas y adultos mayores","Reumatología","LES, vasculitis y conectivopatías","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0294","clinica","3","Salud de las personas adultas y adultos mayores","Reumatología","LES, vasculitis y conectivopatías","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0301","clinica","10","Salud de las personas adultas y adultos mayores","Reumatología","LES, vasculitis y conectivopatías","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0279","clinica","3","Salud de las personas adultas y adultos mayores","Salud mental","Ansiedad y pánico","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0283","clinica","7","Salud de las personas adultas y adultos mayores","Salud mental","Ansiedad y pánico","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0288","clinica","12","Salud de las personas adultas y adultos mayores","Salud mental","Ansiedad y pánico","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0289","clinica","13","Salud de las personas adultas y adultos mayores","Salud mental","Ansiedad y pánico","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0290","clinica","14","Salud de las personas adultas y adultos mayores","Salud mental","Ansiedad y pánico","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0285","clinica","9","Salud de las personas adultas y adultos mayores","Salud mental","Depresión y trastornos del ánimo","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0277","clinica","1","Salud de las personas adultas y adultos mayores","Salud mental","Salud mental general","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0286","clinica","10","Salud de las personas adultas y adultos mayores","Salud mental","Salud mental general","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0278","clinica","2","Salud de las personas adultas y adultos mayores","Salud mental","Urgencias, suicidio y marco legal","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0287","clinica","11","Salud de las personas adultas y adultos mayores","Salud mental","Urgencias, suicidio y marco legal","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0253","clinica","8","Salud de las personas adultas y adultos mayores","Toxicología","Alcohol y sustancias","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0256","clinica","11","Salud de las personas adultas y adultos mayores","Toxicología","Alcohol y sustancias","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0246","clinica","1","Salud de las personas adultas y adultos mayores","Toxicología","Intoxicación por CO y gases","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0251","clinica","6","Salud de las personas adultas y adultos mayores","Toxicología","Intoxicación por CO y gases","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0259","clinica","14","Salud de las personas adultas y adultos mayores","Toxicología","Intoxicación por CO y gases","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0249","clinica","4","Salud de las personas adultas y adultos mayores","Toxicología","Metales, plaguicidas y ponzoñosos","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0257","clinica","12","Salud de las personas adultas y adultos mayores","Toxicología","Metales, plaguicidas y ponzoñosos","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0258","clinica","13","Salud de las personas adultas y adultos mayores","Toxicología","Metales, plaguicidas y ponzoñosos","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0260","clinica","15","Salud de las personas adultas y adultos mayores","Toxicología","Metales, plaguicidas y ponzoñosos","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0248","clinica","3","Salud de las personas adultas y adultos mayores","Toxicología","Síndromes tóxicos","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0252","clinica","7","Salud de las personas adultas y adultos mayores","Toxicología","Síndromes tóxicos","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0254","clinica","9","Salud de las personas adultas y adultos mayores","Toxicología","Síndromes tóxicos","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0247","clinica","2","Salud de las personas adultas y adultos mayores","Toxicología","Toxicología general","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0250","clinica","5","Salud de las personas adultas y adultos mayores","Toxicología","Toxicología general","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0255","clinica","10","Salud de las personas adultas y adultos mayores","Toxicología","Toxicología general","Salud de las personas adultas y adultos mayores","Gastroenterología, toxicología y salud mental","SAD-CL12 · Psiquiatría, toxicología y gastroenterología","SAD-CL12"
"Q0306","clinica","1","Salud de las personas adultas y adultos mayores","Traumatología","Traumatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0307","clinica","2","Salud de las personas adultas y adultos mayores","Traumatología","Traumatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0308","clinica","3","Salud de las personas adultas y adultos mayores","Traumatología","Traumatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0309","clinica","5","Salud de las personas adultas y adultos mayores","Traumatología","Traumatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0310","clinica","6","Salud de las personas adultas y adultos mayores","Traumatología","Traumatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0311","clinica","7","Salud de las personas adultas y adultos mayores","Traumatología","Traumatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0312","clinica","8","Salud de las personas adultas y adultos mayores","Traumatología","Traumatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0313","clinica","9","Salud de las personas adultas y adultos mayores","Traumatología","Traumatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0314","clinica","10","Salud de las personas adultas y adultos mayores","Traumatología","Traumatología general","Salud de las personas adultas y adultos mayores","Clínica integrada y miscelánea","SAD-CL13 · Reumatología, traumatología, ORL, oftalmo, dermato, nutrición y urología","SAD-CL13"
"Q0788","pediatria","14","Salud del niño, niña y adolescentes","Cardiovascular pediátrico","Cardiovascular pediátrico","Salud del niño, niña y adolescentes","Cardiovascular, hematología, trauma y otras","SNN-09 · Cardiovascular, hematología, traumatología y otras","SNN-09"
"Q0926","pediatria","152","Salud del niño, niña y adolescentes","Cardiovascular pediátrico","Cardiovascular pediátrico","Salud del niño, niña y adolescentes","Cardiovascular, hematología, trauma y otras","SNN-09 · Cardiovascular, hematología, traumatología y otras","SNN-09"
"Q0776","pediatria","2","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0798","pediatria","24","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","SNN-05 · Digestivo y cirugía pediátrica","SNN-05"
"Q0799","pediatria","25","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Neonatología","SNN-01 · Neonatología y recién nacido","SNN-01"
"Q0801","pediatria","27","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Cardiovascular, hematología, trauma y otras","SNN-09 · Cardiovascular, hematología, traumatología y otras","SNN-09"
"Q0807","pediatria","33","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0814","pediatria","40","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0822","pediatria","48","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Respiratorio pediátrico","SNN-03 · Respiratorio pediátrico","SNN-03"
"Q0834","pediatria","60","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0835","pediatria","61","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0838","pediatria","64","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Infectología pediátrica","SNN-04 · Infectología pediátrica, vacunas y exantemáticas","SNN-04"
"Q0839","pediatria","65","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0842","pediatria","68","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0867","pediatria","93","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Cardiovascular, hematología, trauma y otras","SNN-09 · Cardiovascular, hematología, traumatología y otras","SNN-09"
"Q0869","pediatria","95","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Cardiovascular, hematología, trauma y otras","SNN-09 · Cardiovascular, hematología, traumatología y otras","SNN-09"
"Q0886","pediatria","112","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0895","pediatria","121","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Nefro-urológico pediátrico","SNN-06 · Nefro-urológico pediátrico","SNN-06"
"Q0900","pediatria","126","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0903","pediatria","129","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0905","pediatria","131","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","SNN-05 · Digestivo y cirugía pediátrica","SNN-05"
"Q0931","pediatria","157","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Cardiovascular, hematología, trauma y otras","SNN-09 · Cardiovascular, hematología, traumatología y otras","SNN-09"
"Q0934","pediatria","160","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Nefro-urológico pediátrico","SNN-06 · Nefro-urológico pediátrico","SNN-06"
"Q0940","pediatria","166","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Cardiovascular, hematología, trauma y otras","SNN-09 · Cardiovascular, hematología, traumatología y otras","SNN-09"
"Q0949","pediatria","175","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0953","pediatria","179","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Respiratorio pediátrico","SNN-03 · Respiratorio pediátrico","SNN-03"
"Q0954","pediatria","180","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0955","pediatria","181","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0956","pediatria","182","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0974","pediatria","200","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","Crecimiento, desarrollo y nutrición","Salud del niño, niña y adolescentes","Cardiovascular, hematología, trauma y otras","SNN-09 · Cardiovascular, hematología, traumatología y otras","SNN-09"
"Q0813","pediatria","39","Salud del niño, niña y adolescentes","Dermatología pediátrica","Dermatología pediátrica","Salud del niño, niña y adolescentes","Infectología pediátrica","SNN-04 · Infectología pediátrica, vacunas y exantemáticas","SNN-04"
"Q0884","pediatria","110","Salud del niño, niña y adolescentes","Dermatología pediátrica","Dermatología pediátrica","Salud del niño, niña y adolescentes","Infectología pediátrica","SNN-04 · Infectología pediátrica, vacunas y exantemáticas","SNN-04"
"Q0904","pediatria","130","Salud del niño, niña y adolescentes","Dermatología pediátrica","Dermatología pediátrica","Salud del niño, niña y adolescentes","Neonatología","SNN-01 · Neonatología y recién nacido","SNN-01"
"Q0967","pediatria","193","Salud del niño, niña y adolescentes","Dermatología pediátrica","Dermatología pediátrica","Salud del niño, niña y adolescentes","Crecimiento, desarrollo y nutrición","SNN-02 · Crecimiento, desarrollo y nutrición","SNN-02"
"Q0802","pediatria","28","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","Digestivo y cirugía pediátrica","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","SNN-05 · Digestivo y cirugía pediátrica","SNN-05"
"Q0816","pediatria","42","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","Digestivo y cirugía pediátrica","Salud del niño, niña y adolescentes","Nefro-urológico pediátrico","SNN-06 · Nefro-urológico pediátrico","SNN-06"
"Q0849","pediatria","75","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","Digestivo y cirugía pediátrica","Salud del niño, niña y adolescentes","Nefro-urológico pediátrico","SNN-06 · Nefro-urológico pediátrico","SNN-06"
"Q0908","pediatria","134","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","Digestivo y cirugía pediátrica","Salud del niño, niña y adolescentes","Nefro-urológico pediátrico","SNN-06 · Nefro-urológico pediátrico","SNN-06"
"Q0915","pediatria","141","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","Digestivo y cirugía pediátrica","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","SNN-05 · Digestivo y cirugía pediátrica","SNN-05"
"Q0924","pediatria","150","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","Digestivo y cirugía pediátrica","Salud del niño, niña y adolescentes","Infectología pediátrica","SNN-04 · Infectología pediátrica, vacunas y exantemáticas","SNN-04"
"Q0927","pediatria","153","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","Digestivo y cirugía pediátrica","Salud del niño, niña y adolescentes","Digestivo y cirugía pediátrica","SNN-05 · Digestivo y cirugía pediátrica","SNN-05"
"Q0784","pediatria","10","Salud del niño, niña y adolescentes","Emergencias pediátricas","Emergencias pediátricas","Salud del niño, niña y adolescentes","Cardiovascular, hematología, trauma y otras","SNN-09 · Cardiovascular, hematología, traumatología y otras","SNN-09"
